indicator,Área geográfica,País__ESTANDAR,Años__ESTANDAR,Pobreza extrema y pobreza,Sexo__ESTANDAR,Clima educacional del hogar,value,unit,notes_ids,source_id
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Chile,2015,Pobreza,Mujeres,Terciaria completa,2.4,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Chile,2015,Pobreza,Mujeres,Secundaria incompleta,24.2,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Chile,2015,Pobreza,Hombres,Terciaria completa,1.5,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Chile,2015,Pobreza,Mujeres,Terciaria incompleta (incluye técnica terciaria),7.6,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Chile,2015,Pobreza,Hombres,Secundaria completa,11.7,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Chile,2015,Pobreza,Mujeres,Primaria incompleta,20.0,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Chile,2015,Pobreza,Hombres,Terciaria incompleta (incluye técnica terciaria),5.4,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Chile,2015,Pobreza,Hombres,Secundaria incompleta,16.5,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Chile,2015,Pobreza,Hombres,Primaria completa,13.0,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Chile,2015,Pobreza,Mujeres,Secundaria completa,17.9,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Chile,2015,Pobreza,Hombres,Primaria incompleta,15.6,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Chile,2015,Pobreza,Mujeres,Primaria completa,16.8,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Chile,2017,Pobreza,Mujeres,Primaria incompleta,15.2,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Chile,2017,Pobreza,Mujeres,Primaria completa,14.7,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Chile,2017,Pobreza,Hombres,Terciaria incompleta (incluye técnica terciaria),5.3,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Chile,2017,Pobreza,Hombres,Primaria completa,9.3,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Chile,2017,Pobreza,Hombres,Secundaria incompleta,13.0,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Chile,2017,Pobreza,Mujeres,Secundaria completa,15.0,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Chile,2017,Pobreza,Mujeres,Secundaria incompleta,18.7,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Chile,2017,Pobreza,Mujeres,Terciaria completa,1.9,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Chile,2017,Pobreza,Hombres,Primaria incompleta,12.0,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Chile,2017,Pobreza,Hombres,Terciaria completa,1.9,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Chile,2017,Pobreza,Hombres,Secundaria completa,9.5,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Chile,2017,Pobreza,Mujeres,Terciaria incompleta (incluye técnica terciaria),8.1,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Chile,2020,Pobreza,Hombres,Terciaria completa,2.9,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Chile,2020,Pobreza,Hombres,Primaria completa,11.9,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Chile,2020,Pobreza,Mujeres,Secundaria incompleta,22.6,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Chile,2020,Pobreza,Mujeres,Secundaria completa,20.5,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Chile,2020,Pobreza,Hombres,Secundaria completa,12.7,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Chile,2020,Pobreza,Hombres,Secundaria incompleta,17.5,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Chile,2020,Pobreza,Mujeres,Primaria completa,16.3,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Chile,2020,Pobreza,Mujeres,Terciaria incompleta (incluye técnica terciaria),11.3,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Chile,2020,Pobreza,Hombres,Primaria incompleta,18.9,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Chile,2020,Pobreza,Hombres,Terciaria incompleta (incluye técnica terciaria),7.3,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Chile,2020,Pobreza,Mujeres,Primaria incompleta,19.7,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Chile,2020,Pobreza,Mujeres,Terciaria completa,5.1,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Chile,2022,Pobreza,Mujeres,Primaria completa,8.4,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Chile,2022,Pobreza,Hombres,Terciaria incompleta (incluye técnica terciaria),5.0,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Chile,2022,Pobreza,Hombres,Secundaria completa,7.6,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Chile,2022,Pobreza,Mujeres,Secundaria incompleta,15.1,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Chile,2022,Pobreza,Mujeres,Terciaria completa,2.9,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Chile,2022,Pobreza,Hombres,Primaria incompleta,8.7,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Chile,2022,Pobreza,Hombres,Secundaria incompleta,9.0,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Chile,2022,Pobreza,Hombres,Terciaria completa,1.5,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Chile,2022,Pobreza,Mujeres,Terciaria incompleta (incluye técnica terciaria),6.6,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Chile,2022,Pobreza,Mujeres,Primaria incompleta,11.0,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Chile,2022,Pobreza,Mujeres,Secundaria completa,12.2,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Chile,2022,Pobreza,Hombres,Primaria completa,6.7,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Colombia,2012,Pobreza,Mujeres,Terciaria incompleta (incluye técnica terciaria),14.0,Porcentaje,8611,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Colombia,2012,Pobreza,Hombres,Secundaria incompleta,32.7,Porcentaje,8611,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Colombia,2012,Pobreza,Hombres,Secundaria completa,23.1,Porcentaje,8611,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Colombia,2012,Pobreza,Mujeres,Secundaria completa,30.5,Porcentaje,8611,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Colombia,2012,Pobreza,Mujeres,Secundaria incompleta,36.5,Porcentaje,8611,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Colombia,2012,Pobreza,Hombres,Primaria incompleta,52.3,Porcentaje,8611,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Colombia,2012,Pobreza,Mujeres,Terciaria completa,4.3,Porcentaje,8611,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Colombia,2012,Pobreza,Mujeres,Primaria completa,39.3,Porcentaje,8611,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Colombia,2012,Pobreza,Hombres,Primaria completa,38.5,Porcentaje,8611,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Colombia,2012,Pobreza,Mujeres,Primaria incompleta,51.7,Porcentaje,8611,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Colombia,2012,Pobreza,Hombres,Terciaria completa,2.9,Porcentaje,8611,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Colombia,2012,Pobreza,Hombres,Terciaria incompleta (incluye técnica terciaria),8.8,Porcentaje,8611,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Colombia,2013,Pobreza,Mujeres,Secundaria completa,28.9,Porcentaje,8611,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Colombia,2013,Pobreza,Hombres,Primaria completa,36.6,Porcentaje,8611,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Colombia,2013,Pobreza,Mujeres,Terciaria completa,4.2,Porcentaje,8611,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Colombia,2013,Pobreza,Mujeres,Primaria completa,38.5,Porcentaje,8611,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Colombia,2013,Pobreza,Mujeres,Primaria incompleta,49.7,Porcentaje,8611,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Colombia,2013,Pobreza,Hombres,Secundaria completa,21.8,Porcentaje,8611,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Colombia,2013,Pobreza,Hombres,Secundaria incompleta,31.1,Porcentaje,8611,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Colombia,2013,Pobreza,Hombres,Terciaria completa,2.7,Porcentaje,8611,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Colombia,2013,Pobreza,Hombres,Primaria incompleta,48.0,Porcentaje,8611,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Colombia,2013,Pobreza,Mujeres,Secundaria incompleta,36.9,Porcentaje,8611,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Colombia,2013,Pobreza,Hombres,Terciaria incompleta (incluye técnica terciaria),10.3,Porcentaje,8611,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Colombia,2013,Pobreza,Mujeres,Terciaria incompleta (incluye técnica terciaria),16.3,Porcentaje,8611,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Colombia,2014,Pobreza,Mujeres,Terciaria incompleta (incluye técnica terciaria),13.5,Porcentaje,8611,26
